-2.50000	-1.47900	+7.00000	+20.00000	0.94691	0.00293	0.89859	0.00100	0.94419	0.94994	0.89938	0.92161
-1.47900	-0.80000	+7.00000	+20.00000	0.95256	0.00679	0.93574	0.00100	0.94995	0.91493	0.93145	0.85237
-0.80000	+0.00000	+7.00000	+20.00000	0.91798	0.00592	0.92932	0.00100	0.91497	0.93006	0.93318	0.90289
+0.00000	+0.80000	+7.00000	+20.00000	0.91499	0.00635	0.93550	0.00100	0.91068	0.90820	0.93386	0.87632
+0.80000	+1.47900	+7.00000	+20.00000	0.94993	0.00662	0.93261	0.00100	0.94433	0.91241	0.92917	0.76771
+1.47900	+2.50000	+7.00000	+20.00000	0.94526	0.00308	0.89846	0.00100	0.94203	0.94651	0.89526	0.92001
-2.50000	-2.00000	+20.00000	+30.00000	0.85659	0.00236	0.84008	0.00100	0.84411	0.85906	0.84152	0.78012
-2.00000	-1.56600	+20.00000	+30.00000	0.90701	0.00200	0.90856	0.00100	0.88534	0.88148	0.90908	0.86510
-1.56600	-1.44400	+20.00000	+30.00000	0.89194	0.00944	0.90891	0.00100	0.87107	0.88690	0.90941	0.86675
-1.44400	-0.80000	+20.00000	+30.00000	0.92729	0.00200	0.94387	0.00100	0.90673	0.93256	0.94362	0.88683
-0.80000	+0.00000	+20.00000	+30.00000	0.93543	0.00100	0.95245	0.00100	0.91437	0.93337	0.95431	0.89535
+0.00000	+0.80000	+20.00000	+30.00000	0.93524	0.00100	0.95273	0.00100	0.91453	0.93093	0.95499	0.88604
+0.80000	+1.44400	+20.00000	+30.00000	0.92810	0.00202	0.93918	0.00100	0.90469	0.93004	0.94127	0.88102
+1.44400	+1.56600	+20.00000	+30.00000	0.88490	0.01044	0.91008	0.00100	0.86429	0.91048	0.91194	0.85844
+1.56600	+2.00000	+20.00000	+30.00000	0.90717	0.00310	0.90710	0.00100	0.88691	0.90593	0.90607	0.87127
+2.00000	+2.50000	+20.00000	+30.00000	0.85236	0.00189	0.84032	0.00100	0.83915	0.85556	0.84002	0.82110
-2.50000	-2.00000	+30.00000	+40.00000	0.87378	0.00100	0.85934	0.00100	0.86830	0.87029	0.85956	0.86775
-2.00000	-1.56600	+30.00000	+40.00000	0.92228	0.00100	0.92753	0.00100	0.91638	0.92316	0.92719	0.91499
-1.56600	-1.44400	+30.00000	+40.00000	0.92877	0.00123	0.93963	0.00100	0.92580	0.92910	0.93893	0.92470
-1.44400	-0.80000	+30.00000	+40.00000	0.95250	0.00100	0.96278	0.00100	0.94755	0.95393	0.96206	0.94613
-0.80000	+0.00000	+30.00000	+40.00000	0.96201	0.00100	0.97487	0.00100	0.95910	0.96255	0.97461	0.95623
+0.00000	+0.80000	+30.00000	+40.00000	0.96230	0.00100	0.97442	0.00100	0.95953	0.96299	0.97423	0.95871
+0.80000	+1.44400	+30.00000	+40.00000	0.94917	0.00100	0.96044	0.00100	0.94527	0.94215	0.95939	0.94334
+1.44400	+1.56600	+30.00000	+40.00000	0.92460	0.00119	0.93743	0.00100	0.92227	0.92572	0.93569	0.92235
+1.56600	+2.00000	+30.00000	+40.00000	0.92118	0.00100	0.92527	0.00100	0.91612	0.92251	0.92372	0.91383
+2.00000	+2.50000	+30.00000	+40.00000	0.86978	0.00100	0.86127	0.00100	0.86516	0.87177	0.85838	0.86399
-2.50000	-2.00000	+40.00000	+50.00000	0.88484	0.00100	0.86948	0.00100	0.88349	0.88333	0.86793	0.88346
-2.00000	-1.56600	+40.00000	+50.00000	0.92717	0.00100	0.93391	0.00100	0.92684	0.92639	0.93368	0.92671
-1.56600	-1.44400	+40.00000	+50.00000	0.93735	0.00101	0.94770	0.00100	0.93629	0.93560	0.94814	0.93615
-1.44400	-0.80000	+40.00000	+50.00000	0.95773	0.00100	0.96747	0.00100	0.95727	0.95464	0.96737	0.95714
-0.80000	+0.00000	+40.00000	+50.00000	0.96948	0.00100	0.98104	0.00100	0.96919	0.96835	0.98075	0.96621
+0.00000	+0.80000	+40.00000	+50.00000	0.96967	0.00100	0.98081	0.00100	0.96924	0.96866	0.98030	0.96895
+0.80000	+1.44400	+40.00000	+50.00000	0.95610	0.00100	0.96589	0.00100	0.95526	0.95476	0.96570	0.95504
+1.44400	+1.56600	+40.00000	+50.00000	0.93743	0.00100	0.94750	0.00100	0.93673	0.93609	0.94510	0.93671
