-2.50000	-1.47900	+7.00000	+20.00000	0.66042	0.08377	0.71239	0.00340	0.64465	0.47799	0.69971	0.39323
-1.47900	-0.80000	+7.00000	+20.00000	0.73946	0.09352	0.77647	0.00475	0.70841	0.77860	0.75177	0.55070
-0.80000	+0.00000	+7.00000	+20.00000	0.70366	0.10778	0.80952	0.00396	0.66195	0.74786	0.79798	0.49771
+0.00000	+0.80000	+7.00000	+20.00000	0.90006	0.06755	0.86387	0.00458	0.95868	0.99919	0.79585	0.88409
+0.80000	+1.47900	+7.00000	+20.00000	0.89125	0.17173	0.80702	0.00485	0.83397	0.85004	0.79153	0.30182
+1.47900	+2.50000	+7.00000	+20.00000	0.76989	0.07147	0.72332	0.00306	0.71705	0.73348	0.69014	0.29586
-2.50000	-2.00000	+20.00000	+30.00000	0.62898	0.02231	0.70277	0.00192	0.62126	0.64784	0.70702	0.56427
-2.00000	-1.56600	+20.00000	+30.00000	0.67525	0.03756	0.77046	0.00160	0.47486	0.68020	0.79115	0.63369
-1.56600	-1.44400	+20.00000	+30.00000	0.85631	0.08029	0.68504	0.00594	0.81854	0.99852	0.76500	0.67663
-1.44400	-0.80000	+20.00000	+30.00000	0.76649	0.02059	0.85833	0.00100	0.75871	0.77217	0.86622	0.70543
-0.80000	+0.00000	+20.00000	+30.00000	0.86011	0.01890	0.90885	0.00100	0.81469	0.86520	0.90415	0.79614
+0.00000	+0.80000	+20.00000	+30.00000	0.91196	0.01308	0.90415	0.00100	0.85724	0.90921	0.90153	0.73401
+0.80000	+1.44400	+20.00000	+30.00000	0.85288	0.01815	0.86928	0.00100	0.79469	0.84434	0.86370	0.81262
+1.44400	+1.56600	+20.00000	+30.00000	0.75348	0.14283	0.68367	0.00769	0.62665	0.84741	0.73500	0.62382
+1.56600	+2.00000	+20.00000	+30.00000	0.71685	0.04007	0.77704	0.00178	0.67397	0.75134	0.75202	0.53623
+2.00000	+2.50000	+20.00000	+30.00000	0.65635	0.02587	0.68333	0.00209	0.61758	0.65318	0.68268	0.51241
-2.50000	-2.00000	+30.00000	+40.00000	0.69143	0.01714	0.70449	0.00202	0.68137	0.70775	0.73309	0.65717
-2.00000	-1.56600	+30.00000	+40.00000	0.79206	0.01576	0.82914	0.00152	0.75015	0.79358	0.82211	0.65436
-1.56600	-1.44400	+30.00000	+40.00000	0.80451	0.05086	0.76923	0.00562	0.77033	0.79227	0.77826	0.74712
-1.44400	-0.80000	+30.00000	+40.00000	0.84342	0.01326	0.90455	0.00100	0.82854	0.83183	0.89405	0.80008
-0.80000	+0.00000	+30.00000	+40.00000	0.87971	0.00894	0.92600	0.00100	0.86522	0.88662	0.92780	0.82697
+0.00000	+0.80000	+30.00000	+40.00000	0.90143	0.00929	0.92847	0.00100	0.87850	0.90163	0.92044	0.84052
+0.80000	+1.44400	+30.00000	+40.00000	0.87778	0.01125	0.89234	0.00100	0.85255	0.88917	0.89762	0.83121
+1.44400	+1.56600	+30.00000	+40.00000	0.80753	0.04433	0.80303	0.00626	0.78378	0.74235	0.78443	0.63860
+1.56600	+2.00000	+30.00000	+40.00000	0.77809	0.01590	0.79273	0.00149	0.75492	0.80234	0.81613	0.71398
+2.00000	+2.50000	+30.00000	+40.00000	0.70616	0.01753	0.73267	0.00193	0.68825	0.71276	0.76678	0.64515
-2.50000	-2.00000	+40.00000	+50.00000	0.68896	0.01860	0.74863	0.00216	0.67540	0.69649	0.79007	0.67127
-2.00000	-1.56600	+40.00000	+50.00000	0.80094	0.01177	0.79678	0.00165	0.78352	0.79535	0.82231	0.78906
-1.56600	-1.44400	+40.00000	+50.00000	0.79513	0.03124	0.84946	0.00928	0.78619	0.78495	0.76536	0.76639
-1.44400	-0.80000	+40.00000	+50.00000	0.86386	0.00936	0.89497	0.00100	0.85769	0.86510	0.90645	0.79921
-0.80000	+0.00000	+40.00000	+50.00000	0.92706	0.00571	0.93524	0.00100	0.91590	0.92677	0.93629	0.89208
+0.00000	+0.80000	+40.00000	+50.00000	0.92562	0.00597	0.93025	0.00100	0.91540	0.92794	0.94033	0.78063
+0.80000	+1.44400	+40.00000	+50.00000	0.84295	0.00805	0.90747	0.00100	0.83941	0.84348	0.87708	0.77688
+1.44400	+1.56600	+40.00000	+50.00000	0.74620	0.03325	0.84545	0.00781	0.74329	0.74495	0.82716	0.67733
+1.56600	+2.00000	+40.00000	+50.00000	0.78657	0.01350	0.82627	0.00179	0.78556	0.78578	0.81805	0.75891
+2.00000	+2.50000	+40.00000	+50.00000	0.68609	0.01705	0.67178	0.00229	0.68573	0.70841	0.74514	0.64346
-2.50000	-2.00000	+50.00000	+200.00000	0.79318	0.01814	0.81702	0.00356	0.77483	0.79874	0.81799	0.64327
-2.00000	-1.56600	+50.00000	+200.00000	0.83836	0.01283	0.90991	0.00206	0.83975	0.84864	0.87801	0.77957
-1.56600	-1.44400	+50.00000	+200.00000	0.88101	0.02510	0.88350	0.00865	0.87768	0.86709	0.87356	0.86290
-1.44400	-0.80000	+50.00000	+200.00000	0.88225	0.00766	0.92857	0.00100	0.88207	0.89327	0.94543	0.88193
-0.80000	+0.00000	+50.00000	+200.00000	0.93739	0.00530	0.96663	0.00100	0.93054	0.92642	0.95933	0.88743
+0.00000	+0.80000	+50.00000	+200.00000	0.93013	0.00701	0.96456	0.00100	0.92500	0.93330	0.95397	0.91072
+0.80000	+1.44400	+50.00000	+200.00000	0.90077	0.00674	0.93636	0.00100	0.90047	0.98488	0.93646	0.88663
+1.44400	+1.56600	+50.00000	+200.00000	0.92074	0.02318	0.90000	0.00906	0.89387	0.90851	0.91765	0.84809
+1.56600	+2.00000	+50.00000	+200.00000	0.81467	0.01414	0.88486	0.00190	0.81738	0.83040	0.86597	0.78581
+2.00000	+2.50000	+50.00000	+200.00000	0.80440	0.01509	0.81624	0.00358	0.80182	0.80073	0.81197	0.72026
-2.50000	-1.47900	+200.00000	+500.00000	0.86057	0.06280	0.91667	0.07670	0.85646	0.87179	0.86667	0.86614
-1.47900	-0.80000	+200.00000	+500.00000	0.92293	0.03571	1.00000	0.04545	0.86310	0.82624	0.95833	0.81361
-0.80000	+0.00000	+200.00000	+500.00000	0.94871	0.03329	0.95349	0.02220	0.94265	0.95746	0.96203	0.89588
+0.00000	+0.80000	+200.00000	+500.00000	0.92851	0.03584	0.95000	0.02378	0.92662	0.93138	0.95312	0.84259
+0.80000	+1.47900	+200.00000	+500.00000	0.93501	0.03421	1.00000	0.05556	0.93242	0.94039	0.91429	0.93546
+1.47900	+2.50000	+200.00000	+500.00000	0.76189	0.07204	0.69231	0.05828	0.74873	0.75940	0.92308	0.75983
